product_id,category,sales,rating,review_count,views,added_to_cart,wishlist_adds_product
prod_8162,Snacks,799,4.1,98,5416,377,214
prod_8163,Others,1356,3.7,112,1614,288,245
prod_8164,Others,1089,3.6,80,4409,100,113
prod_8165,Spices,980,4.5,393,7313,439,137
prod_8166,Fruits,160,3.8,297,3472,431,200
prod_8167,Vegetables,1072,4.5,279,3236,454,297
prod_8168,Fruits,879,4.7,127,7399,260,216
prod_8169,Dairy,388,3.7,495,1859,255,118
prod_8170,Spices,922,3.7,261,5681,241,293
prod_8171,Spices,1554,4,96,4016,311,272
prod_8172,Fruits,945,4.9,166,3111,262,99
prod_8173,Vegetables,1878,4.9,342,599,499,360
prod_8174,Fruits,338,4.4,286,4040,402,229
prod_8175,Others,475,4.4,103,6084,462,120
prod_8176,Spices,1183,4.5,164,6610,277,234
prod_8177,Snacks,425,4.6,483,6545,455,246
prod_8178,Others,1257,4.4,306,4492,263,64
prod_8179,Vegetables,1993,3.8,423,5431,135,74
prod_8180,Beverages,1975,3.5,306,6019,466,98
prod_8181,Meat,705,3.9,412,1492,314,179
prod_8182,Others,1834,4.8,210,592,325,298
prod_8183,Fruits,726,4.6,93,4849,391,79
prod_8184,Grains,219,4.1,476,6275,345,164
prod_8185,Vegetables,1459,4,393,1954,120,178
prod_8186,Vegetables,826,4,157,2097,129,248
prod_8187,Meat,1930,3.8,217,2139,497,306
prod_8188,Fruits,420,4.9,106,6205,387,119
prod_8189,Beverages,550,3.5,124,2652,457,328
prod_8190,Spices,1510,4.9,302,1701,358,68
prod_8191,Dairy,225,3.7,157,4557,469,143
prod_8192,Others,999,4.1,442,5021,207,76
prod_8193,Fruits,300,3.7,91,1068,298,281
prod_8194,Vegetables,600,4,298,6538,487,114
prod_8195,Beverages,1101,4.9,413,2986,286,237
prod_8196,Snacks,944,4.6,55,6201,203,109
prod_8197,Dairy,164,4.1,268,5867,409,211
prod_8198,Dairy,1498,4.9,170,6828,176,203
prod_8199,Beverages,1215,4.1,134,6576,374,284
prod_8200,Meat,1700,4.5,439,1878,376,310
prod_8201,Others,1572,4.3,184,706,368,128
prod_8202,Fruits,596,4.7,478,4764,356,204
prod_8203,Dairy,607,3.8,180,7670,115,322
prod_8204,Meat,1575,3.8,266,6597,314,99
prod_8205,Beverages,1964,4.2,436,7157,461,236
prod_8206,Meat,853,4.9,54,2606,464,224
prod_8207,Grains,1835,4.9,114,5125,354,309
prod_8208,Dairy,1642,4,149,7287,185,338
prod_8209,Grains,669,4,269,4734,423,312
prod_8210,Spices,1155,4.4,97,5552,146,192
prod_8211,Others,192,4.4,186,3282,475,361
prod_8212,Meat,1503,3.8,71,6150,445,88
prod_8213,Others,253,4.6,271,5945,137,371
prod_8214,Beverages,1563,3.8,54,4629,424,88
prod_8215,Others,761,4.8,354,1781,499,380
prod_8216,Vegetables,754,4.2,446,1828,208,316
prod_8217,Vegetables,1081,4.8,58,2754,228,122
prod_8218,Spices,275,4.8,278,3701,125,309
prod_8219,Vegetables,975,4.7,77,5845,327,394
prod_8220,Beverages,1847,3.9,457,7466,318,295
prod_8221,Others,1748,3.6,425,1443,286,366
prod_8222,Beverages,571,4.2,371,3757,495,175
prod_8223,Beverages,1477,3.8,488,2181,458,306
prod_8224,Beverages,1284,4.4,312,5021,308,235
prod_8225,Spices,721,4.7,384,511,403,151
prod_8226,Dairy,129,4,408,6191,378,210
prod_8227,Grains,1777,4.6,244,6428,229,204
prod_8228,Snacks,784,4.8,372,3358,496,122
prod_8229,Snacks,671,4.6,380,614,242,147
prod_8230,Fruits,321,4,56,7692,307,203
prod_8231,Beverages,1922,3.8,351,4100,397,357
prod_8232,Vegetables,1960,3.7,391,6329,445,280
prod_8233,Snacks,473,3.7,71,6152,378,80
prod_8234,Snacks,1435,4.2,336,5023,376,246
prod_8235,Grains,603,3.5,109,7917,464,54
prod_8236,Others,933,3.7,419,2678,371,240
prod_8237,Beverages,213,4.9,482,1148,462,178
prod_8238,Meat,1547,4.8,99,2329,163,237
prod_8239,Snacks,905,4.8,233,6442,386,275
prod_8240,Dairy,1109,4.5,329,7783,152,373
prod_8241,Beverages,1112,4.3,348,2016,127,210
prod_8242,Vegetables,762,3.5,227,5206,500,294
prod_8243,Dairy,523,4.9,164,7679,306,175
prod_8244,Fruits,230,3.8,452,6537,156,86
prod_8245,Beverages,1975,4.6,438,7525,355,197
prod_8246,Fruits,146,4.6,351,7261,227,167
prod_8247,Spices,1258,4.7,203,2237,312,219
prod_8248,Snacks,407,4.4,123,5512,103,109
prod_8249,Snacks,231,4.5,154,7818,365,319
prod_8250,Snacks,1063,4.7,254,6362,472,155
prod_8251,Spices,785,4.7,401,4971,295,383
prod_8252,Others,1861,4.8,318,5172,162,152
prod_8253,Others,1198,3.6,243,1878,395,299
prod_8254,Beverages,1641,4.6,190,7285,394,76
prod_8255,Dairy,670,4,197,1359,382,67
prod_8256,Others,605,3.9,115,7335,277,84
prod_8257,Meat,1481,4.8,254,4947,390,285
prod_8258,Fruits,292,4.3,418,1801,322,229
prod_8259,Others,116,4.3,209,6250,452,173
prod_8260,Fruits,676,4.7,72,3798,358,303
prod_8261,Vegetables,1603,3.6,279,6464,217,268
prod_8262,Vegetables,1699,4.8,56,4472,269,307
prod_8263,Spices,1871,3.7,298,3255,208,68
prod_8264,Beverages,983,3.6,227,2842,483,104
prod_8265,Snacks,339,4.8,322,2062,392,338
prod_8266,Spices,600,4,475,6890,396,322
prod_8267,Vegetables,1416,3.7,451,3070,462,174
prod_8268,Others,471,4.1,447,5527,272,339
prod_8269,Fruits,1661,4.6,119,2877,419,298
prod_8270,Beverages,1344,3.6,173,5251,404,149
prod_8271,Beverages,1617,4.4,413,4113,260,394
prod_8272,Spices,1396,4.3,275,7527,363,270
prod_8273,Snacks,1378,4.5,252,2367,286,77
prod_8274,Fruits,1010,4.2,455,4326,178,158
prod_8275,Snacks,969,4.7,325,4528,328,218
prod_8276,Spices,322,4.2,74,7038,231,99
prod_8277,Meat,1841,3.7,215,4827,147,360
prod_8278,Fruits,235,3.9,410,4534,267,92
prod_8279,Beverages,1743,4.9,182,4090,230,298
prod_8280,Grains,1705,4.1,207,7445,217,332
prod_8281,Fruits,1621,4.2,440,5860,205,315
prod_8282,Snacks,154,4.4,259,1009,453,286
prod_8283,Vegetables,1145,3.8,242,6529,291,232
prod_8284,Fruits,772,4.3,309,6020,303,240
prod_8285,Beverages,912,4.8,402,5769,121,374
prod_8286,Spices,1522,4.8,324,4103,230,292
prod_8287,Fruits,1951,4.7,429,2670,266,240
prod_8288,Vegetables,1202,4.5,243,5473,324,221
prod_8289,Beverages,342,4.5,424,2007,104,363
prod_8290,Snacks,1310,4.2,150,7072,169,270
prod_8291,Vegetables,1863,3.6,429,6959,434,388
prod_8292,Snacks,1880,3.8,499,6895,166,399
prod_8293,Grains,1739,4.7,136,7090,101,380
prod_8294,Snacks,778,3.6,113,7937,413,391
prod_8295,Dairy,408,4.6,422,7622,432,342
prod_8296,Spices,984,3.8,54,4897,413,225
prod_8297,Meat,1523,4.4,222,1286,190,98
prod_8298,Dairy,647,4.9,348,2188,384,336
prod_8299,Fruits,1535,4.2,297,5217,306,341
prod_8300,Dairy,885,4,240,6290,477,96
prod_8301,Fruits,795,5,469,6792,396,83
prod_8302,Vegetables,1484,4.9,104,7703,131,123
prod_8303,Beverages,376,4.5,209,5752,446,213
prod_8304,Vegetables,166,4.7,393,5524,229,392
prod_8305,Spices,750,3.8,152,3540,288,302
prod_8306,Snacks,173,4.9,357,1482,411,356
prod_8307,Vegetables,1739,4.7,319,4625,233,239
prod_8308,Vegetables,1784,4.2,308,5183,241,167
prod_8309,Others,344,4,315,7445,302,382
prod_8310,Spices,1590,4.4,427,5815,498,121
prod_8311,Dairy,1237,4.3,296,2368,284,88
prod_8312,Snacks,740,4.3,484,2347,127,211
prod_8313,Beverages,1190,4.5,444,6194,104,295
prod_8314,Fruits,1839,4.5,263,1053,348,104
prod_8315,Dairy,1973,3.7,472,1999,487,225
prod_8316,Dairy,980,3.8,177,5442,477,342
prod_8317,Others,397,4.3,308,4450,178,150
prod_8318,Spices,1310,4.1,309,2085,288,315
prod_8319,Spices,357,4.7,197,5306,182,62
prod_8320,Meat,1029,4.3,265,7790,324,225
prod_8321,Snacks,179,4.8,500,4133,492,135
prod_8322,Meat,1185,3.8,249,2436,229,156
prod_8323,Fruits,1811,4.8,154,7946,368,135
prod_8324,Spices,1888,4.2,333,2685,416,283
prod_8325,Fruits,1112,4.7,103,6337,325,343
prod_8326,Fruits,650,3.8,354,3282,305,298
prod_8327,Grains,1762,4,243,7537,143,109
prod_8328,Beverages,1545,3.6,92,2966,255,135
prod_8329,Grains,1571,3.7,103,4795,120,97
prod_8330,Fruits,222,4.1,133,6862,161,234
prod_8331,Meat,1105,4.8,484,7065,294,189
prod_8332,Grains,1263,5,73,574,440,166
prod_8333,Beverages,1452,4.2,61,990,331,198
prod_8334,Snacks,1405,5,308,2757,193,310
prod_8335,Fruits,1978,3.9,320,4878,108,315
prod_8336,Beverages,370,4.9,306,6882,499,87
prod_8337,Grains,1083,4.3,407,2084,251,300
prod_8338,Grains,995,4,349,6425,251,162
prod_8339,Others,999,4.6,433,2371,331,367
prod_8340,Vegetables,1716,4.4,226,6687,479,392
prod_8341,Dairy,194,4.5,452,4171,443,174
prod_8342,Vegetables,316,3.6,75,6032,264,290
prod_8343,Grains,1987,3.9,461,1824,107,121
prod_8344,Beverages,1718,4.2,208,7135,302,360
prod_8345,Meat,252,4.8,494,1646,358,233
prod_8346,Fruits,1524,4.7,430,6344,465,92
prod_8347,Dairy,706,3.6,59,5280,134,330
prod_8348,Snacks,1084,3.6,113,5135,453,319
prod_8349,Dairy,1240,4.7,498,1661,172,277
prod_8350,Meat,488,4,374,995,232,79
prod_8351,Spices,1887,4.5,98,4268,419,303
prod_8352,Vegetables,1898,4.5,435,1829,348,73
prod_8353,Spices,1162,3.9,315,3752,259,160
prod_8354,Meat,1834,5,96,1491,476,122
prod_8355,Grains,926,4.5,121,2367,486,356
prod_8356,Spices,1081,4.3,96,2532,251,110
prod_8357,Spices,1897,4,89,1841,165,83
prod_8358,Meat,251,3.7,295,7817,410,52
prod_8359,Vegetables,1872,5,200,6227,123,112
prod_8360,Spices,1172,4.8,72,3401,481,293
prod_8361,Others,1264,3.5,392,7423,258,302
prod_8362,Snacks,1642,3.6,122,2877,133,321
prod_8363,Grains,730,3.7,434,3647,304,327
prod_8364,Meat,415,4.2,304,7566,200,124
prod_8365,Vegetables,357,4.5,451,2645,164,265
prod_8366,Others,195,4.9,305,1398,469,218
prod_8367,Vegetables,1005,5,453,6369,231,52
prod_8368,Meat,1460,4.6,225,6416,389,209
prod_8369,Beverages,1394,4.2,126,7584,269,170
prod_8370,Spices,1763,3.9,110,1634,343,329
prod_8371,Vegetables,1051,4,340,3402,151,53
prod_8372,Others,1435,4.8,170,1839,139,348
prod_8373,Others,1575,4.7,321,7031,177,187
prod_8374,Dairy,296,4.8,430,3530,257,226
prod_8375,Spices,717,4.7,452,5965,281,217
prod_8376,Dairy,434,3.9,329,4787,224,254
prod_8377,Fruits,1021,4.4,451,4678,482,291
prod_8378,Others,967,3.6,309,3481,159,145
prod_8379,Spices,155,4.1,191,6771,115,111
prod_8380,Fruits,1793,4.1,246,6183,185,95
prod_8381,Vegetables,1781,3.5,344,2266,183,197
prod_8382,Spices,1689,4.8,126,4034,231,80
prod_8383,Fruits,1317,4.7,362,6753,496,296
prod_8384,Dairy,1462,4.4,395,4820,323,131
prod_8385,Meat,595,4.5,362,2831,487,135
prod_8386,Beverages,1809,4.4,365,4663,172,94
prod_8387,Fruits,1663,4.5,266,7757,299,91
prod_8388,Beverages,313,4.3,342,1962,465,201
prod_8389,Meat,776,4.4,132,1458,415,291
prod_8390,Others,1888,3.6,361,4808,313,281
prod_8391,Dairy,1200,4.9,405,6446,458,258
prod_8392,Fruits,117,4.2,499,2753,238,288
prod_8393,Grains,1806,4.7,78,5288,121,385
prod_8394,Grains,380,3.5,152,2863,244,236
prod_8395,Spices,722,4.5,359,6032,297,241
prod_8396,Dairy,1776,3.5,439,4095,268,62
prod_8397,Vegetables,1037,4.2,448,6511,465,192
prod_8398,Vegetables,1732,4.6,287,1851,136,96
prod_8399,Spices,479,3.6,305,4097,488,255
prod_8400,Vegetables,335,4.4,381,7729,409,136
prod_8401,Grains,990,4.3,268,6352,485,284
prod_8402,Snacks,1814,4.6,144,3852,442,300
prod_8403,Beverages,256,3.6,312,1220,478,350
prod_8404,Meat,1440,4.8,69,5699,157,279
prod_8405,Others,847,3.7,201,3719,317,197
prod_8406,Spices,1219,4.8,428,5170,460,136
prod_8407,Fruits,353,4.9,51,4920,425,178
prod_8408,Dairy,1001,4.3,317,3098,111,328
prod_8409,Meat,648,3.8,381,4830,287,347
prod_8410,Spices,1954,4.3,276,4700,173,288
prod_8411,Meat,281,3.7,240,3037,276,331
prod_8412,Fruits,1042,3.5,364,6069,102,148
prod_8413,Fruits,1658,3.9,76,5441,122,117
prod_8414,Meat,1253,3.7,230,4795,298,220
prod_8415,Others,1223,4.6,205,598,407,140
prod_8416,Dairy,831,4.7,95,4229,237,345
prod_8417,Meat,1977,4.4,335,2622,473,236
prod_8418,Spices,1471,4.4,111,1157,403,365
prod_8419,Others,1515,4.3,100,7964,388,297
prod_8420,Others,1398,4.5,144,2463,339,50
prod_8421,Grains,796,4.9,316,6456,289,329
prod_8422,Beverages,1558,4,426,5390,370,274
prod_8423,Fruits,451,4.6,252,6993,394,326
prod_8424,Others,341,4.8,91,2751,447,257
prod_8425,Spices,347,4.9,470,518,382,332
prod_8426,Others,1221,4.4,250,4531,118,243
prod_8427,Vegetables,464,3.8,74,3912,145,162
prod_8428,Beverages,525,4.4,438,4681,316,69
prod_8429,Spices,480,4.8,136,2139,364,127
prod_8430,Grains,126,5,267,1745,205,90
prod_8431,Snacks,1821,4.6,104,6220,271,398
prod_8432,Meat,473,3.9,315,3313,166,212
prod_8433,Fruits,1506,4.9,468,772,127,265
prod_8434,Spices,1677,4.9,295,631,255,168
prod_8435,Grains,1702,3.8,390,3499,153,358
prod_8436,Vegetables,1966,4.2,237,3374,309,369
prod_8437,Others,360,4.6,392,7905,227,196
prod_8438,Beverages,1473,4.8,451,2883,234,223
prod_8439,Others,1965,3.7,195,2804,290,244
prod_8440,Others,534,4.4,161,698,364,246
prod_8441,Grains,1093,4.5,256,7197,253,61
prod_8442,Grains,1485,4.5,241,6593,171,211
prod_8443,Fruits,350,4.9,111,7234,382,66
prod_8444,Dairy,104,4.2,425,5535,310,365
prod_8445,Others,818,4.2,155,7341,457,329
prod_8446,Snacks,574,4.4,71,593,111,201
prod_8447,Others,471,3.9,157,6578,280,210
prod_8448,Beverages,289,4.9,152,4579,293,392
prod_8449,Vegetables,1665,3.9,116,2437,464,83
prod_8450,Grains,1693,4.9,163,6167,218,188
prod_8451,Snacks,835,4.8,378,2087,297,255
prod_8452,Dairy,315,4.1,466,1243,207,150
prod_8453,Beverages,628,4.2,353,1543,337,285
prod_8454,Spices,1892,3.9,119,4069,338,279
prod_8455,Beverages,1397,4.9,205,5884,437,50
prod_8456,Meat,1498,4,121,6553,196,329
prod_8457,Spices,384,4.5,332,7024,313,299
prod_8458,Snacks,1247,3.8,94,5881,413,339
prod_8459,Beverages,1031,3.7,224,3865,233,142
prod_8460,Fruits,1460,3.8,289,543,486,288
prod_8461,Fruits,208,4.3,67,6821,224,176
prod_8462,Vegetables,276,3.9,381,3031,245,66
prod_8463,Others,1378,4.1,103,4868,340,239
prod_8464,Vegetables,137,4.6,126,1752,440,348
prod_8465,Dairy,1623,4.1,132,6919,212,299
prod_8466,Snacks,1487,4.2,75,7165,182,368
prod_8467,Dairy,371,3.8,369,7136,453,364
prod_8468,Fruits,956,3.5,414,3301,469,125
prod_8469,Fruits,529,4.6,295,601,371,102
prod_8470,Vegetables,1287,4.2,226,1274,220,370
prod_8471,Dairy,554,4.5,137,1327,439,94
prod_8472,Meat,1777,4.1,464,3593,432,208
prod_8473,Grains,1851,4.8,417,582,389,176
prod_8474,Meat,725,3.6,429,7206,297,146
prod_8475,Snacks,1117,4.5,87,5365,140,95
prod_8476,Dairy,878,4.8,209,4108,288,136
prod_8477,Others,1093,4.6,410,6362,473,61
prod_8478,Beverages,919,4.3,366,2749,152,51
prod_8479,Grains,1814,4.2,221,4333,480,219
prod_8480,Grains,1195,3.8,146,1780,483,220
prod_8481,Others,320,4.5,261,5522,350,324
prod_8482,Grains,1242,4.1,362,2472,447,361
prod_8483,Spices,234,4.9,384,6032,290,269
prod_8484,Snacks,317,4.5,468,7471,434,369
prod_8485,Grains,1078,4.8,212,3311,464,209
prod_8486,Others,1750,4.4,253,3212,203,287
prod_8487,Beverages,1465,4.2,372,7639,276,268
prod_8488,Grains,1741,4.4,203,4032,477,263
prod_8489,Fruits,1814,3.6,373,4879,263,83
prod_8490,Snacks,1476,4.4,183,5215,402,317
prod_8491,Beverages,1965,4.4,172,687,195,339
prod_8492,Grains,841,5,90,5335,229,300
prod_8493,Others,1601,4.6,262,761,323,79
prod_8494,Snacks,1107,4.8,150,5528,286,233
prod_8495,Snacks,534,4.8,361,7839,291,352
prod_8496,Beverages,716,3.5,119,2807,417,364
prod_8497,Snacks,1489,4.5,299,7593,400,192
prod_8498,Spices,1485,4,426,7725,288,121
prod_8499,Dairy,950,4.6,84,5840,125,151
prod_8500,Fruits,889,4,325,5310,164,171
prod_8501,Snacks,1051,3.5,65,7966,334,310
prod_8502,Dairy,602,3.7,398,5592,194,114
prod_8503,Dairy,853,3.9,101,5254,114,134
prod_8504,Meat,1862,4.6,259,1614,421,281
prod_8505,Snacks,1840,4.6,500,7521,443,398
prod_8506,Grains,433,4.7,193,837,382,166
prod_8507,Meat,1422,4.3,449,1326,350,314
prod_8508,Others,1232,4.6,333,5088,434,211
prod_8509,Dairy,313,3.8,80,3409,239,326
prod_8510,Grains,325,4.4,57,4788,327,139
prod_8511,Beverages,1547,3.6,330,6991,266,236
prod_8512,Dairy,1768,4.3,210,1172,135,250
prod_8513,Snacks,228,4.7,267,6274,248,209
prod_8514,Others,129,4.1,417,6727,235,275
prod_8515,Dairy,324,3.5,212,3041,193,367
prod_8516,Fruits,1234,3.8,458,742,189,204
prod_8517,Spices,1866,3.5,251,4255,347,92
prod_8518,Grains,748,4.4,381,6785,163,244
prod_8519,Grains,1446,4.7,311,5299,445,144
prod_8520,Snacks,1148,4.3,348,4690,493,174
prod_8521,Dairy,293,4.8,126,641,401,275
prod_8522,Others,570,4.5,320,3892,373,282
prod_8523,Dairy,213,4.7,258,3485,350,375
prod_8524,Beverages,864,4.3,261,2033,499,71
prod_8525,Spices,100,4,208,4260,500,296
prod_8526,Meat,1144,4,133,6268,414,179
prod_8527,Others,886,4.7,373,7802,471,359
prod_8528,Meat,116,4.3,404,2973,221,279
prod_8529,Fruits,1954,3.6,394,1849,207,64
prod_8530,Spices,565,3.5,192,586,310,329
prod_8531,Fruits,1605,4.7,70,2939,287,389
prod_8532,Snacks,1527,4.3,242,3395,361,228
prod_8533,Others,260,4.7,226,4772,256,388
prod_8534,Spices,455,4.3,175,1824,350,379
prod_8535,Meat,1536,5,276,6614,480,383
prod_8536,Grains,1637,4.2,168,712,281,295
prod_8537,Meat,782,4.7,157,7371,307,363
prod_8538,Others,805,3.9,111,3318,260,93
prod_8539,Vegetables,1351,4.2,312,1566,395,196
prod_8540,Fruits,792,4.2,208,6025,475,287
prod_8541,Beverages,897,3.8,91,1270,203,295
prod_8542,Fruits,837,3.6,239,6665,158,284
prod_8543,Fruits,1836,3.8,164,1201,278,125
prod_8544,Dairy,843,4.9,204,2497,195,137
prod_8545,Meat,948,3.8,211,6384,413,134
prod_8546,Fruits,1691,4.4,183,6662,147,361
prod_8547,Beverages,1849,4.8,325,6429,271,234
prod_8548,Others,407,4.7,282,5295,412,312
prod_8549,Spices,1042,3.9,257,5352,167,389
prod_8550,Dairy,481,4.2,303,3564,218,306
prod_8551,Snacks,482,4.9,492,528,161,254
prod_8552,Beverages,1974,4.3,311,6443,353,332
prod_8553,Dairy,1800,4.2,353,7423,292,282
prod_8554,Beverages,1973,3.6,422,5149,117,332
prod_8555,Beverages,1877,3.7,386,1087,421,336
prod_8556,Snacks,1175,3.6,300,6523,239,203
prod_8557,Others,870,4.8,177,3694,453,271
prod_8558,Dairy,1635,3.9,226,1752,324,186
prod_8559,Others,1845,3.9,178,1478,315,189
prod_8560,Meat,390,4.4,345,4316,446,119
prod_8561,Snacks,1954,4.1,315,7872,370,236
prod_8562,Beverages,1377,3.9,262,6121,426,282
prod_8563,Meat,1523,3.5,338,5603,281,210
prod_8564,Spices,666,4.2,282,7365,402,224
prod_8565,Snacks,1701,4.4,389,3267,178,155
prod_8566,Vegetables,275,3.8,343,3275,140,98
prod_8567,Beverages,940,3.9,389,6489,105,365
prod_8568,Grains,747,3.8,161,2788,273,148
prod_8569,Snacks,561,5,169,5233,400,294
prod_8570,Spices,1964,3.9,451,2616,142,103
prod_8571,Grains,353,4,214,1344,151,84
prod_8572,Others,1455,4.6,492,4485,134,205
prod_8573,Grains,1815,4.9,168,3348,119,305
prod_8574,Grains,1788,4.2,257,7620,239,110
prod_8575,Meat,878,4.7,436,4793,178,285
prod_8576,Fruits,1217,3.7,425,7580,388,136
prod_8577,Fruits,1693,4.6,185,4154,303,241
prod_8578,Snacks,1302,4.3,89,5386,230,310
prod_8579,Dairy,424,4.5,135,3675,231,307
prod_8580,Meat,703,4.8,262,632,468,398
prod_8581,Others,1959,4.7,458,1218,304,259
prod_8582,Meat,1274,4.7,302,6456,192,324
prod_8583,Others,1749,4.1,237,1062,209,89
prod_8584,Vegetables,341,3.8,110,5060,121,58
prod_8585,Others,421,4.2,132,7287,319,218
prod_8586,Meat,1137,4.1,50,2736,101,378
prod_8587,Others,612,3.9,338,878,115,256
prod_8588,Beverages,689,4.1,490,2307,348,371
prod_8589,Snacks,1284,3.6,489,3978,222,365
prod_8590,Spices,163,4.2,229,6387,197,67
prod_8591,Beverages,1935,3.8,366,2551,338,107
prod_8592,Grains,1883,4.2,447,6455,493,158
prod_8593,Spices,1197,5,257,953,115,375
prod_8594,Grains,968,4.9,304,6711,179,87
prod_8595,Beverages,1093,4.1,444,7672,385,66
prod_8596,Fruits,703,4.8,462,4903,215,252
prod_8597,Meat,1438,4,445,1985,456,178
prod_8598,Grains,773,3.6,378,3355,265,75
prod_8599,Spices,1233,4.5,343,7221,258,144
prod_8600,Fruits,1781,4.8,181,1260,481,103
prod_8601,Vegetables,965,5,368,7692,234,336
prod_8602,Vegetables,1169,4.3,98,7272,301,192
prod_8603,Grains,105,4.8,418,1352,458,95
prod_8604,Others,372,4.1,492,5318,487,354
prod_8605,Others,929,4,102,4287,179,105
prod_8606,Snacks,1105,5,420,2279,187,125
prod_8607,Meat,1317,4,208,6652,370,350
prod_8608,Beverages,229,4.2,233,5859,399,58
prod_8609,Grains,432,4,451,4840,321,241
prod_8610,Fruits,563,4,360,1286,413,348
prod_8611,Spices,342,3.6,97,2279,143,162
prod_8612,Vegetables,1839,3.9,489,6185,154,127
prod_8613,Meat,1082,4.3,236,3405,161,186
prod_8614,Snacks,269,4.6,416,5667,239,139
prod_8615,Dairy,284,4,484,1300,233,61
prod_8616,Vegetables,847,4.2,235,3281,460,247
prod_8617,Others,1724,5,302,2616,284,319
prod_8618,Snacks,763,3.9,491,7375,187,132
prod_8619,Meat,1421,3.7,330,6043,182,387
prod_8620,Beverages,449,3.8,346,4791,190,264
prod_8621,Others,1277,4.2,492,2361,107,162
prod_8622,Meat,1294,3.9,218,4532,116,324
prod_8623,Others,273,3.8,243,2901,204,282
prod_8624,Others,650,4.6,117,3840,121,245
prod_8625,Snacks,1591,4,149,2155,409,207
prod_8626,Dairy,1134,4.2,277,6499,420,171
prod_8627,Vegetables,289,5,397,6133,470,136
prod_8628,Grains,612,4.6,159,1342,491,315
prod_8629,Vegetables,366,4.4,197,6479,386,312
prod_8630,Meat,1433,4,334,7566,146,58
prod_8631,Beverages,294,4,119,5412,368,222
prod_8632,Meat,1599,4.5,105,5697,195,213
prod_8633,Dairy,1938,4.6,304,4349,337,152
prod_8634,Meat,1548,4.6,70,4060,109,393
prod_8635,Snacks,1222,4.9,98,6722,278,63
prod_8636,Dairy,327,4.1,369,2240,331,295
prod_8637,Grains,491,4.9,96,3841,470,351
prod_8638,Snacks,1858,3.9,336,5786,211,60
prod_8639,Beverages,1485,3.8,496,2355,317,115
prod_8640,Fruits,1457,3.7,129,6873,367,106
prod_8641,Snacks,399,4.7,473,6756,420,305
prod_8642,Fruits,1894,4.6,454,4797,471,123
prod_8643,Snacks,1474,3.8,164,7235,475,250
prod_8644,Others,1153,5,173,4643,367,316
prod_8645,Meat,592,3.9,253,5174,133,287
prod_8646,Spices,303,4.3,447,2784,274,240
prod_8647,Grains,1989,3.9,165,2604,242,372
prod_8648,Vegetables,642,4.6,423,4151,427,248
prod_8649,Grains,1228,4.7,422,3241,300,115
prod_8650,Dairy,1288,4,141,2864,314,82
prod_8651,Grains,987,4.9,80,4238,125,102
prod_8652,Snacks,1602,4.6,467,3913,224,295
prod_8653,Spices,1961,3.8,280,2888,153,374
prod_8654,Meat,1160,3.9,178,6692,423,340
prod_8655,Snacks,267,3.9,247,2160,150,132
prod_8656,Snacks,1354,4.1,281,5320,131,218
prod_8657,Vegetables,1427,3.6,335,6589,467,186
prod_8658,Grains,641,4.5,284,3991,211,297
prod_8659,Dairy,697,4.7,212,943,165,216
prod_8660,Meat,895,4.1,333,768,148,58
prod_8661,Snacks,735,4.2,84,7828,299,50
prod_8662,Others,1480,4.2,460,2574,269,56
prod_8663,Spices,1478,3.5,132,3032,360,316
prod_8664,Fruits,923,4.2,139,2254,391,362
prod_8665,Dairy,726,3.9,129,7232,120,252
prod_8666,Meat,1688,4.4,94,4761,338,357
prod_8667,Grains,1614,4.7,212,1405,288,152
prod_8668,Others,1533,4.4,466,6651,129,87
prod_8669,Meat,1200,4.1,312,6952,148,208
prod_8670,Dairy,108,4.8,450,3233,155,160
prod_8671,Beverages,1040,4.1,112,6372,151,90
prod_8672,Snacks,1892,4.1,404,4742,248,118
prod_8673,Fruits,1596,3.8,99,3661,480,310
prod_8674,Spices,1463,4.3,435,1363,373,72
prod_8675,Snacks,343,3.6,450,743,258,310
prod_8676,Spices,405,4.4,436,4338,224,280
prod_8677,Others,240,4.2,232,1745,283,269
prod_8678,Snacks,1852,3.7,463,7698,378,296
prod_8679,Others,1420,3.8,62,935,119,142
prod_8680,Vegetables,411,4.7,430,2842,485,194
prod_8681,Fruits,1871,3.6,90,6064,209,380
prod_8682,Vegetables,609,3.6,393,6032,329,323
prod_8683,Others,1639,4.7,312,662,301,392
prod_8684,Grains,1561,4.6,371,2362,124,344
prod_8685,Fruits,997,4.1,152,7143,123,302
prod_8686,Spices,1860,5,119,1394,254,174
prod_8687,Others,134,4.1,374,6732,155,338
prod_8688,Others,1244,3.9,145,940,326,249
prod_8689,Grains,902,3.7,79,5876,426,127
prod_8690,Snacks,457,3.9,348,7321,139,167
prod_8691,Vegetables,1831,4.5,76,6984,195,146
prod_8692,Vegetables,1502,3.8,194,1463,247,392
prod_8693,Snacks,1725,3.6,379,7197,425,199
prod_8694,Vegetables,782,4.7,243,7472,420,350
prod_8695,Snacks,1960,4.8,395,4384,406,349
prod_8696,Spices,1110,3.8,492,3696,480,124
prod_8697,Grains,295,4.6,244,5348,460,360
prod_8698,Others,1603,3.5,371,2699,407,153
prod_8699,Fruits,684,4.1,146,4496,302,209
prod_8700,Grains,1703,3.6,84,4849,500,392
prod_8701,Snacks,288,4.2,115,3428,328,172
prod_8702,Others,816,3.5,475,7016,256,68
